exp,meson,target,group,Q2,xB,t,tmin,tprime,xB_mean,Q2_bin,xB_bin,t_bin,eps,npts_phi,Ebeam,sigma_meaning,chi2ndf_phi,chi2ndf_phi_rc,in_fit,source,s_u,stat_U,sys_U,s_LT,stat_LT,sys_LT,s_TT,stat_TT,sys_TT,s_u_rc,stat_U_rc,sys_U_rc,s_LT_rc,stat_LT_rc,sys_LT_rc,s_TT_rc,stat_TT_rc,sys_TT_rc
HallA_y21,pi0,p,ha21_05,5.16,0.48,-0.4341,0.3541301938334387,0.0799698061665613,0.46,5.16,0.48,,0.55,,8.85,sigma_U,,,no,PRL 127 152301 (2021),72.98,2.78,2.55,1.96,2.64,0.07,-13.84,5.89,0.46,,,,,,,,,
HallA_y21,pi0,p,ha21_05,5.16,0.48,-0.4941,0.3541301938334387,0.1399698061665613,0.46,5.16,0.48,,0.55,,8.85,sigma_U,,,no,PRL 127 152301 (2021),65.77,3.17,2.3,-1.82,3.51,0.06,-19.81,6.74,0.69,,,,,,,,,
HallA_y21,pi0,p,ha21_05,5.16,0.48,-0.6041,0.3541301938334387,0.2499698061665613,0.46,5.16,0.48,,0.55,,8.85,sigma_U,,,no,PRL 127 152301 (2021),58.49,3.74,2.05,-4.52,4.4,0.16,-22.46,7.55,0.79,,,,,,,,,
HallA_y21,pi0,p,ha21_06,5.49,0.6,-0.7291,0.6691233923215201,0.0599766076784799,0.59,5.49,0.6,,0.66,,8.52,sigma_U,,,no,PRL 127 152301 (2021),92.48,1.42,4.26,-2.18,0.7,0.44,-3.29,1.67,0.12,,,,,,,,,
HallA_y21,pi0,p,ha21_06,5.49,0.6,-0.8491,0.6691233923215201,0.1799766076784799,0.59,5.49,0.6,,0.66,,8.52,sigma_U,,,no,PRL 127 152301 (2021),86.89,1.39,4.01,-5.12,0.75,1.04,-4.28,1.66,0.15,,,,,,,,,
HallA_y21,pi0,p,ha21_06,5.49,0.6,-1.0091,0.6691233923215201,0.33997660767848,0.59,5.49,0.6,,0.66,,8.52,sigma_U,,,no,PRL 127 152301 (2021),78.96,1.38,3.64,-6.44,0.86,1.31,-17.84,1.74,0.62,,,,,,,,,
HallA_y21,pi0,p,ha21_06,5.49,0.6,-1.2791,0.6691233923215201,0.6099766076784798,0.59,5.49,0.6,,0.66,,8.52,sigma_U,,,no,PRL 127 152301 (2021),63.43,1.37,2.92,-4.87,1.03,0.99,-13.65,1.82,0.48,,,,,,,,,
HallA_y21,pi0,p,ha21_07,6.56,0.48,-0.3811,0.3610616152049726,0.0200383847950274,0.46,6.56,0.48,,0.52,,10.99,sigma_U,,,no,PRL 127 152301 (2021),33.48,1.6,1.54,-0.79,1.73,0.03,6.43,4.08,0.23,,,,,,,,,
HallA_y21,pi0,p,ha21_07,6.56,0.48,-0.4311,0.3610616152049726,0.07003838479502739,0.46,6.56,0.48,,0.52,,10.99,sigma_U,,,no,PRL 127 152301 (2021),38.21,2.06,1.76,-0.39,2.39,0.01,2.15,5.14,0.08,,,,,,,,,
HallA_y21,pi0,p,ha21_07,6.56,0.48,-0.4811,0.3610616152049726,0.1200383847950274,0.46,6.56,0.48,,0.52,,10.99,sigma_U,,,no,PRL 127 152301 (2021),31.61,2.35,1.46,-4.97,2.95,0.17,-4.24,5.56,0.15,,,,,,,,,
HallA_y21,pi0,p,ha21_07,6.56,0.48,-0.5411,0.3610616152049726,0.1800383847950274,0.46,6.56,0.48,,0.52,,10.99,sigma_U,,,no,PRL 127 152301 (2021),43.74,4.23,2.02,11.91,5.51,0.42,-4.12,8.54,0.14,,,,,,,,,
HallA_y21,pi0,p,ha21_08,8.31,0.6,-0.7555,0.7055260302250792,0.04997396977492075,0.6,8.31,0.6,,0.5,,10.59,sigma_U,,,no,PRL 127 152301 (2021),27.29,0.9,1.1,-0.36,0.48,0.01,-1.72,1.25,0.06,,,,,,,,,
HallA_y21,pi0,p,ha21_08,8.31,0.6,-0.8555,0.7055260302250792,0.1499739697749208,0.6,8.31,0.6,,0.5,,10.59,sigma_U,,,no,PRL 127 152301 (2021),24.72,0.86,1.0,-0.75,0.48,0.03,-2.5,1.18,0.09,,,,,,,,,
HallA_y21,pi0,p,ha21_08,8.31,0.6,-0.9855,0.7055260302250792,0.2799739697749208,0.6,8.31,0.6,,0.5,,10.59,sigma_U,,,no,PRL 127 152301 (2021),21.43,0.81,0.86,-2.43,0.49,0.09,-4.71,1.13,0.16,,,,,,,,,
HallA_y21,pi0,p,ha21_08,8.31,0.6,-1.2055,0.7055260302250792,0.4999739697749208,0.6,8.31,0.6,,0.5,,10.59,sigma_U,,,no,PRL 127 152301 (2021),18.48,0.79,0.74,-1.2,0.58,0.04,-4.33,1.18,0.15,,,,,,,,,
HallA_y11,pi0,p,ha11_1.94,1.941,0.368,-0.1985,0.1675778912571499,0.03092210874285006,0.368,1.941,0.368,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),571.0,10.0,24.0,17.0,19.0,13.0,-39.0,19.0,7.0,,,,,,,,,
HallA_y11,pi0,p,ha11_1.94,1.941,0.368,-0.2185,0.1675778912571499,0.05092210874285005,0.368,1.941,0.368,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),600.0,12.0,25.0,-43.0,22.0,12.0,-110.0,24.0,13.0,,,,,,,,,
HallA_y11,pi0,p,ha11_1.94,1.941,0.368,-0.2425,0.1675778912571499,0.07492210874285005,0.368,1.941,0.368,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),641.0,12.0,27.0,-23.0,21.0,12.0,-141.0,22.0,17.0,,,,,,,,,
HallA_y11,pi0,p,ha11_1.94,1.941,0.368,-0.2725,0.1675778912571499,0.1049221087428501,0.368,1.941,0.368,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),673.0,15.0,28.0,-19.0,27.0,14.0,-174.0,28.0,17.0,,,,,,,,,
HallA_y11,pi0,p,ha11_1.94,1.941,0.368,-0.3065,0.1675778912571499,0.13892210874285,0.368,1.941,0.368,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),645.0,16.0,27.0,-103.0,30.0,21.0,-319.0,29.0,23.0,,,,,,,,,
HallA_y11,pi0,p,ha11_1.94,1.941,0.368,-0.3465,0.1675778912571499,0.17892210874285,0.368,1.941,0.368,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),636.0,25.0,27.0,-185.0,52.0,43.0,-352.0,45.0,53.0,,,,,,,,,
HallA_y11,pi0,p,ha11_1.94,1.941,0.368,-0.3945,0.1675778912571499,0.2269221087428501,0.368,1.941,0.368,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),628.0,36.0,26.0,-189.0,74.0,34.0,-343.0,57.0,68.0,,,,,,,,,
HallA_y11,pi0,p,ha11_2.35,2.35,0.369,-0.1999,0.1717939524758059,0.02810604752419413,0.369,2.35,0.369,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),377.0,10.0,12.0,-13.0,23.0,10.0,-12.0,23.0,14.0,,,,,,,,,
HallA_y11,pi0,p,ha11_2.35,2.35,0.369,-0.2199,0.1717939524758059,0.04810604752419415,0.369,2.35,0.369,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),381.0,12.0,12.0,38.0,26.0,24.0,-25.0,27.0,15.0,,,,,,,,,
HallA_y11,pi0,p,ha11_2.35,2.35,0.369,-0.2439,0.1717939524758059,0.07210604752419414,0.369,2.35,0.369,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),403.0,10.0,13.0,-25.0,22.0,11.0,-74.0,22.0,4.0,,,,,,,,,
HallA_y11,pi0,p,ha11_2.35,2.35,0.369,-0.2739,0.1717939524758059,0.1021060475241941,0.369,2.35,0.369,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),425.0,11.0,14.0,-26.0,25.0,13.0,-64.0,25.0,14.0,,,,,,,,,
HallA_y11,pi0,p,ha11_2.35,2.35,0.369,-0.3079,0.1717939524758059,0.1361060475241941,0.369,2.35,0.369,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),418.0,11.0,14.0,-75.0,24.0,9.0,-124.0,24.0,16.0,,,,,,,,,
HallA_y11,pi0,p,ha11_2.35,2.35,0.369,-0.3479,0.1717939524758059,0.1761060475241941,0.369,2.35,0.369,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),395.0,13.0,13.0,-91.0,30.0,8.0,-137.0,29.0,15.0,,,,,,,,,
HallA_y11,pi0,p,ha11_2.35,2.35,0.369,-0.3959,0.1717939524758059,0.2241060475241941,0.369,2.35,0.369,,,,5.752,sigma_U,,,no,PRC 83 025201 (2011),384.0,13.0,13.0,-123.0,31.0,10.0,-134.0,30.0,15.0,,,,,,,,,
COMPASS_y20,pi0,p,compass_00,2.0,0.093,-0.08,0.00848936784401677,0.07151063215598323,0.093,2.0,0.093,,,,160,sigma_U,,,no,"COMPASS, Phys. Lett. B 805 135454 (2020)",16.3,3.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
COMPASS_y20,pi0,p,compass_00,2.0,0.093,-0.15,0.00848936784401677,0.1415106321559832,0.093,2.0,0.093,,,,160,sigma_U,,,no,"COMPASS, Phys. Lett. B 805 135454 (2020)",16.2,3.8,2.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
COMPASS_y20,pi0,p,compass_00,2.0,0.093,-0.22,0.00848936784401677,0.2115106321559832,0.093,2.0,0.093,,,,160,sigma_U,,,no,"COMPASS, Phys. Lett. B 805 135454 (2020)",11.5,2.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
COMPASS_y20,pi0,p,compass_00,2.0,0.093,-0.36,0.00848936784401677,0.3515106321559832,0.093,2.0,0.093,,,,160,sigma_U,,,no,"COMPASS, Phys. Lett. B 805 135454 (2020)",3.4,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
COMPASS_y20,pi0,p,compass_00,2.0,0.093,-0.5,0.00848936784401677,0.4915106321559832,0.093,2.0,0.093,,,,160,sigma_U,,,no,"COMPASS, Phys. Lett. B 805 135454 (2020)",1.5,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
