exp,meson,target,bin,observable,Q2,xB,t,phi,value,stat,syst,Ebeam,in_fit,source
CLAS6_demasi,pi0,p,E25M60,A_LU(phi),3.79,0.475,-0.502,315.926,-0.022,0.075,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M60,A_LU(phi),3.81,0.477,-0.508,342.141,0.064,0.079,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),4.0,0.518,-0.756,15.999,0.151,0.066,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.9,0.497,-0.789,45.905,0.082,0.051,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.88,0.492,-0.79,72.994,0.021,0.051,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.82,0.475,-0.739,100.947,0.142,0.102,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.86,0.477,-0.818,130.482,0.359,0.202,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.72,0.457,-0.77,150.696,-0.427,0.779,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.61,0.444,-0.713,201.084,-0.251,0.678,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.79,0.473,-0.769,229.899,-0.289,0.252,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.86,0.477,-0.764,259.598,-0.284,0.088,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.87,0.488,-0.794,285.191,-0.055,0.054,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.9,0.497,-0.789,314.788,-0.051,0.051,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M61,A_LU(phi),3.96,0.512,-0.766,342.592,0.093,0.06,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),4.02,0.526,-1.287,21.214,-0.013,0.091,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.9,0.499,-1.35,46.083,0.075,0.047,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.93,0.498,-1.312,70.427,0.015,0.058,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.9,0.489,-1.268,100.871,0.114,0.182,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.8,0.488,-1.432,132.554,-0.085,0.261,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.61,0.452,-1.273,162.508,-0.182,0.485,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.55,0.437,-1.229,195.578,-0.504,0.429,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.9,0.486,-1.247,229.671,0.38,0.324,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.81,0.481,-1.389,258.498,-0.176,0.138,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.91,0.493,-1.287,287.731,-0.154,0.058,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),3.93,0.502,-1.334,314.67,-0.036,0.05,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
CLAS6_demasi,pi0,p,E25M62,A_LU(phi),4.05,0.531,-1.25,340.082,0.07,0.094,,5.776,yes,"De Masi et al., PRC 77 042201(R) (2008), CLAS physics database export"
