# Q2 xB t eps npts chi2ndf sigU err sigTT err sigLT err
   2.7100    0.3360    0.7700    0.4402   19.0000    0.7637  107.3404    3.5484 -103.0033   13.1405   -1.3898    4.4906
   2.7100    0.3360    1.2100    0.4402   13.0000    2.7438   50.8141    2.9517  -38.0783   12.2615    6.4475    2.8929
   2.7100    0.3360    1.7100    0.4402    8.0000    1.8616   32.3028    5.5583  -31.3987   19.1701   -3.1351    2.9046
   2.7100    0.3450    1.7100    0.4505   10.0000    0.2987   30.6630    4.9305   -8.4447   14.0095   -9.5909    8.2993
   2.7300    0.4060    0.2500    0.6028   11.0000    1.9391  578.0153  168.3804  293.5625  189.9019 -336.2783  185.2378
   2.7400    0.4220    0.3500    0.6289   14.0000    1.3513  443.6504   63.7943  224.5938   90.1540 -173.9864   73.7910
   2.7400    0.4220    0.4900    0.6289   16.0000    0.9030  317.0645   19.0373  -61.1834   39.2172  -10.5156   23.0327
   2.7400    0.4220    0.7700    0.6289   19.0000    2.0684  226.6178    6.7649  -63.2907   16.6654    0.7023    6.2335
   2.7400    0.4220    1.2100    0.6289   18.0000    1.0088  135.8308    4.8163  -23.0032   12.2847  -27.8812    5.5202
   2.7400    0.4220    1.7100    0.6289   14.0000    0.9764   66.0207    4.4244   -7.2389    9.2025  -14.1557    5.2111
   3.1200    0.3620    0.2500    0.3289   10.0000    0.2951  241.5767   43.2089  253.2213  178.4070  103.1146   53.9870
   3.1200    0.3620    0.3500    0.3289   12.0000    1.4058  212.6606   31.9367   22.9948  113.2286   -3.9357   51.4465
   3.1200    0.3620    0.4900    0.3289   16.0000    0.7800  161.8308   13.6426  -25.4790   69.5035   -3.7468   21.8854
   3.1200    0.3620    0.7700    0.3289   10.0000    1.6319  121.2970   19.5154   29.4805   95.8077  -41.1019   24.3885
   3.2200    0.4070    0.2500    0.4318   12.0000    1.9313  414.2634   88.0595  324.3511  148.6331 -318.2555  121.8764
   3.2200    0.4270    0.3500    0.4931   17.0000    1.5028  273.2443   21.3952   63.8785   46.0131  -79.3427   27.9728
   3.2200    0.4270    0.4900    0.4931   18.0000    1.1306  197.2781   11.8204  -47.2854   29.1358    7.1991   16.1138
   3.2200    0.4270    0.7700    0.4931   18.0000    1.2677  134.6745    6.0768  -79.8978   16.8863   11.8932    7.7307
   3.2200    0.4270    1.2100    0.4931   18.0000    1.5920   73.2016    3.6358  -78.3302   10.5149    3.7285    4.0394
   3.2200    0.4270    1.7100    0.4931   15.0000    1.1181   63.5816    4.8661   32.8073   13.9795   17.4609    5.6011
   3.2900    0.4960    0.4900    0.6024   10.0000    1.1757  694.9284  219.1147  485.4575  230.6961 -387.9603  237.8314
   3.2900    0.4960    0.7700    0.6024   13.0000    1.7129  152.2916   33.4978 -171.0571   69.9742   96.6224   43.6498
   3.2900    0.4960    1.2100    0.6024   11.0000    0.9374  135.6018   16.1625  -58.6955   43.5391  -14.3242   22.3526
   3.2900    0.4960    1.7100    0.6024    9.0000    0.4740   80.9975   32.2599  -50.9852   69.5641   -3.4949   23.1950
   3.6700    0.4480    0.3500    0.3873   11.0000    1.1846  272.8260   99.2222   50.5696  184.8950 -145.7691  150.4409
   3.6700    0.4480    0.4900    0.3873   14.0000    0.8560  181.2698   25.3911  -40.3239   65.2695  -33.4622   38.9040
   3.6700    0.4480    0.7700    0.3873   10.0000    1.9503  140.8571   34.9617    3.3224  100.0819  -23.6786   34.2986
   3.6700    0.4480    1.2100    0.3873   10.0000    1.9542   74.6019   14.5496  -26.2725   47.4242    0.5663   17.3251
   3.6700    0.4480    1.7100    0.3873   10.0000    1.3902   45.9787    6.7438  -28.6428   26.4560  -15.4539    9.3493
   3.7500    0.5090    0.4900    0.5051   12.0000    1.2297   83.6792   69.9100 -220.3718  100.1302  163.1094   90.2062
   3.7500    0.5090    0.7700    0.5051   14.0000    1.0714  184.6147   36.3719  -43.7372   55.6443   23.2253   45.2203
   3.7500    0.5090    1.2100    0.5051   14.0000    0.2238  128.1146   12.9807  -21.6178   36.1272   -0.4126   14.2598
   3.7500    0.5090    1.7100    0.5051   12.0000    2.2417   47.4421    9.7365  -67.7414   25.2467   15.1995   12.3477
   4.1800    0.5250    0.4900    0.4077   10.0000    2.3407  337.2795  189.1510  184.9912  272.5147 -282.0374  267.4781
   4.2200    0.5380    0.7700    0.4232   13.0000    1.0446  174.4727   41.6947  -35.0375   72.6333  -29.3097   59.7490
   4.2200    0.5380    1.2100    0.4232   11.0000    0.9342  202.9196   56.8226   68.1259   82.3493 -140.5564   77.6470
